DATE,Incubator,Start Date,End Date,Tank Name,Male,Female,Spawn Type,Time Found,Cleavage,Day of Cycle,Total # of tanks,Notes
01-13-2017,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,NA,NA,18,12,
01-19-2017,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown ,sperm,NA,NA,23,12,
01-19-2017,Orange (Old),10-31-2016,04-06-2017,O_Orphansx3_103116,unknown,unknown ,sperm,NA,NA,23,12,
01-20-2017,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,24,12,
01-20-2017,Orange (Old),04-23-2016,04-06-2017,O_CC7_H2_042316,CC7,H2,eggs,9:45,10:45,24,12,developed abnormal larvae 
01-21-2017,Green (Newest),08-02-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,larvae,NA,NA,19,7,
01-22-2017,Green (Newest),08-02-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,larvae,NA,NA,19,7,
01-30-2017,Red (New),01-22-2017,NA,R_Orphansx4_012217,unknown,unknown ,embryos,9:55,NA,14,8,>32-cell stage 
01-31-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown ,sperm,NA,NA,15,8,
01-31-2017,Red (New),01-22-2017,NA,R_Orphansx4_012218,unknown,unknown ,eggs,10:10,NA,15,8,
02-01-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,eggs,9:30,11:30,16,8,
02-01-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown ,sperm,NA,NA,16,8,
02-01-2017,Yellow (Ron),01-25-2017,10-27-2017,Y_CC7_PLF3_012517,CC7,PLF3,eggs,NA,NA,23,8,
02-02-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,10:00,NA,17,8,4-cell stage 
02-02-2017,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown,eggs,10:00,NA,17,8,
02-02-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown,sperm,NA,NA,17,8,
02-03-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,10:05,NA,18,9,8-cell stage 
02-03-2017,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,sperm,NA,NA,25,8,
02-06-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,larvae,NA,NA,21,9,
02-07-2017,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,14,13,
02-09-2017,Orange (Old),05-14-2016,NA,O_CC7_PLF8_PLF8_051416,CC7,PLF3_PLF8,sperm,NA,NA,17,13,
02-10-2017,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,NA,NA,18,13,
02-13-2017,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,sperm,NA,NA,20,13,
02-15-2017,Green (Newest),08-02-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,eggs,NA,NA,16,10,
02-17-2017,Orange (Old),12-02-2015,03-14-2017,O_CC7_PLF5_120215,CC7,PLF5,sperm,NA,NA,24,13,
02-17-2017,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,24,13,
02-23-2017,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,embryos,9:30,11:00,17,8,02/24/17 - did not end up surviving; tank was empty the following day
02-23-2017,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,larvae,9:30,NA,17,8,"many larvae were deformed (peanut shaped), but developed normally by 02/25/17"
02-23-2017,Yellow (Ron),01-05-2017,03-13-2017,Y_CC7_PLF3_PLF8_010517,CC7,PLF3_PLF8,larvae,9:30,NA,17,8,
02-23-2017,Orange (Old),07-03-2230,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,3,13,
03-01-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,10:00,16,9,very few cleaving; not uniform throughout the dish 
03-01-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,eggs,9:30,NA,16,9,
03-01-2017,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown ,embryos,9:30,9:30,16,9,8-cell stage; very few cleaving and not uniform throughout the dish 
03-01-2017,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown ,eggs,9:30,NA,16,9,
03-02-2017,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown ,sperm,NA,NA,9,13,
03-02-2017,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,9,13,
03-02-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,9:30,17,9,4-cell stage; both females clearly spawned 
03-02-2017,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown ,embryos,9:30,9:30,17,9,4-cell stage 
03-02-2017,Red (New),11-07-2016,NA,R_CC7_PLF8_PLF5_110716,CC7,PLF5_PLF8,sperm,NA,NA,17,9,
03-02-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown ,sperm,NA,NA,17,9,
03-03-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,NA,18,9,4-cell stage; very light spawn
03-03-2017,Red (New),11-07-2016,NA,R_CC7_PLF8_PLF5_110716,CC7,PLF5_PLF8,sperm,9:30,NA,18,9,
03-03-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown,sperm,9:30,NA,18,9,
03-03-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,sperm,9:30,NA,18,9,
03-09-2017,Orange (Old),05-14-2016,NA,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,9:30,NA,16,13,
03-14-2017,Green (Newest),08-02-2016,NA,G_CC7_FP_W_050716,CC7,unknown ,sperm,9:30,NA,15,10,
03-14-2017,Green (Newest),08-02-2016,06-14-2017,G_HIMB_KML_012517,unknown ,unknown ,sperm,9:30,NA,15,10,
03-14-2017,Blue (Cabinet),04-30-2016,05-08-2017,B_CC7_FP_W_043016,CC7,unknown,sperm,9:30,NA,22,6,
03-14-2017,Blue (Cabinet),08-26-2016,06-23-2017,B_CC7_PLF8_082616,CC7,PLF8,sperm,9:30,NA,22,6,
03-14-2017,Blue (Cabinet),01-05-2017,06-23-2017,B_CC7_PLF5_010517,CC7,PLF5,sperm,9:30,NA,22,6,
03-15-2017,Green (Newest),08-02-2016,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,9:40,NA,16,10,
03-15-2017,Green (Newest),08-02-2016,06-30-2017,G_CC7_PLF8_012517,CC7,PLF8,sperm,8:30,NA,16,10,
03-16-2017,Green (Newest),08-02-2016,NA,G_CC7_FP_W_050716,CC7,unknown ,sperm,8:45,NA,17,10,
03-16-2017,Green (Newest),08-02-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,sperm,8:45,NA,17,10,
03-16-2017,Green (Newest),08-02-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,sperm,8:45,NA,17,10,
03-16-2017,Green (Newest),10-10-2016,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,8:45,NA,17,10,
03-16-2017,Green (Newest),10-10-2016,06-14-2017,G_HIMB_KML_012517,unknown,unknown ,sperm,8:45,NA,17,10,
03-17-2017,Green (Newest),10-10-2016,NA,G_CC7_H2_H2_080216,CC7,H2,sperm,10:00,NA,18,10,
03-17-2017,Green (Newest),11-07-2016,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,10:00,NA,18,10,
03-22-2017,Blue (Cabinet),08-14-2016,06-20-2017,B_CC7_H2_081416,CC7,H2,sperm,9:30,NA,2,6,
03-22-2017,Blue (Cabinet),08-14-2016,06-20-2017,B_CC7_H2_081416,CC7,H2,sperm,9:30,NA,3,6,
03-22-2017,Yellow (Ron),01-25-2017,10-27-2017,Y_CC7_PLF3_012517,CC7,PLF3,embryos,9:50,10:40,16,7,
03-22-2017,Green (Newest),11-07-2016,04-25-2017,G_CC7_PLF3_PLF3_032117,CC7,PLF3,eggs,9:15,NA,23,11,
03-27-2017,Red (New),01-25-2017,10-04-2017,R_CC7_H2_H2_012517,CC7,H2,eggs,9:00,NA,14,10,
03-28-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown,sperm,9:15,NA,15,10,
03-29-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:35,9:35,16,10,4-cell stage 
03-29-2017,Blue (Cabinet),04-30-2016,05-08-2017,B_CC7_FP_W_043016,CC7,unknown ,sperm,9:30,NA,9,6,
03-29-2017,Red (New),11-07-2016,NA,R_CC7_PLF8_PLF5_110716,CC7,PLF5_PLF8,sperm,9:35,NA,16,10,
03-29-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown ,sperm,9:35,NA,16,10,
03-29-2017,Blue (Cabinet),01-05-2017,06-23-2017,B_CC7_PLF5_010517,CC7,PLF5,sperm,9:30,NA,9,6,
03-29-2017,Red (New),01-25-2017,10-04-2017,R_CC7_H2_H2_012517,CC7,H2,sperm,10:00,NA,16,10,
03-29-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,sperm,9:35,NA,16,10,
03-29-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,sperm,10:00,NA,16,10,
03-30-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:07,10:00,17,10,
03-30-2017,Blue (Cabinet),04-30-2016,05-08-2017,B_CC7_FP_W_043016,CC7,unknown ,sperm,10:30,NA,10,6,
03-30-2017,Red (New),11-07-2016,NA,R_CC7_PLF8_PLF5_110716,CC7,PLF5_PLF8,sperm,9:07,NA,17,10,
03-30-2017,Red (New),01-25-2017,10-04-2017,R_CC7_H2_H2_012517,CC7,H2,sperm,9:07,NA,17,10,
03-30-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,sperm,9:07,NA,17,10,
03-30-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,sperm,9:07,NA,17,10,
04-06-2017,Orange (Old),03-30-2017,10-10-2017,O_Orphansx3_033017,unknown,unknown ,sperm,9:25,NA,16,24,
04-12-2017,Green (Newest),11-07-2016,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,10:20,NA,16,11,
04-13-2017,Green (Newest),11-07-2016,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,9:20,NA,17,11,
04-26-2017,Red (New),12-07-2016,NA,R_Orphansx4_120716,unknown,unknown,sperm,9:00,NA,16,12,
04-27-2017,Red (New),01-25-2017,10-04-2017,R_CC7_H2_H2_012517,CC7,H2,eggs,10:00,NA,17,12,eggs disintegrated
05-01-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,eggs,9:30,NA,21,11,eggs disintegrated
05-08-2017,Blue (Cabinet),01-05-2017,06-23-2017,B_Orphansx3_010517,unknown,unknown,sperm,9:30,NA,6,6,
05-08-2017,Orange (Old),03-10-2017,10-10-2017,O_Orphansx3_031017,unknown,unknown,sperm,9:30,NA,20,13,
05-08-2017,Orange (Old),03-14-2017,10-25-2017,O_CC7_PLF3_031417,CC7,PLF3,embryos,9:30,10:30,20,13,4-cell stage by 10:30
05-08-2017,Green (Newest),01-25-2017,10-01-2017,G_H2_032117,NA,H2,eggs,9:30,10:30,14,10,added spermat 10:00 from O_Orphansx3_031017 tank
05-09-2017,Blue (Cabinet),08-26-2016,06-23-2017,B_CC7_PLF8_082616,CC7,PLF8,sperm,10:50,NA,7,5,
05-09-2017,Blue (Cabinet),01-05-2017,06-23-2017,B_CC7_PLF5_010517,CC7,PLF5,sperm,10:50,NA,7,5,
05-09-2017,Green (Newest),01-25-2017,10-01-2017,G_H2_032117,NA,H2,eggs,10:50,NA,15,10,added spermbut eggs disintegrated 
05-11-2017,Green (Newest),01-25-2017,11-07-2017,G_CC7_H2_020317,CC7,H2 ,sperm,9:30,NA,17,10,
05-11-2017,Green (Newest),01-25-2017,NA,G_CC7_H2_H2_080216,CC7,H2,sperm,9:30,NA,17,10,
05-11-2017,Green (Newest),01-25-2017,10-27-2017,G_CC7_PLF3_PLF5_110716,CC7,PLF3_PLF5,sperm,9:30,NA,17,10,
05-11-2017,Green (Newest),01-25-2017,06-30-2017,G_CC7_PLF8_012517,CC7,PLF8,sperm,9:30,NA,17,10,
05-11-2017,Green (Newest),02-03-2017,11-27-2017,G_CC7_PLF5_PLF5_032117,CC7,PLF5,sperm,9:30,NA,17,10,
05-11-2017,Green (Newest),02-03-2017,07-03-2017,G_PLF3_032117,NA,PLF3,eggs,9:30,10:45,17,10,added spermat 9:40 & 4-cell stage by 10:45
05-12-2017,Green (Newest),02-03-2017,11-07-2017,G_CC7_H2_020317,CC7,H2 ,sperm,9:30,NA,18,10,
05-12-2017,Green (Newest),02-03-2017,07-07-2017,G_CC7_PLF3_032117,CC7,PLF3,eggs,9:30,11:00,18,10,added spermat 9:40 & 8-cell stage by 11:00
05-12-2017,Green (Newest),02-03-2017,10-27-2017,G_CC7_PLF3_PLF5_110716,CC7,PLF3_PLF5,sperm,9:30,NA,18,10,
05-12-2017,Green (Newest),02-03-2017,06-30-2017,G_CC7_PLF8_012517,CC7,PLF8,sperm,9:30,NA,18,10,
05-12-2017,Green (Newest),02-03-2017,07-03-2017,G_PLF3_032117,NA,PLF3,eggs,9:30,11:00,18,10,added spermat 9:40 & 8-cell stage by 11:00
05-16-2017,Orange (Old),03-16-2017,NA,O_Orphansx5_031617,unknown,Unknown ,sperm,10:00,NA,28,13,
05-19-2017,Green (Newest),02-03-2017,11-07-2017,G_CC7_H2_020317,CC7,H2,eggs,9:30,NA,25,10,eggs never fertilized 
05-22-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,eggs,9:45,NA,14,10,eggs never fertilized 
05-22-2017,Copper (Cawa/Nematostella),03-14-2017,11-20-2017,C_CC7_PLF5_PLF5_031417,CC7,PLF5,larvae,9:50,NA,16,6,~3000-4000 larvae 
05-23-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,11:15,15,10,4-cell stage by 11:15
05-23-2017,Yellow (Ron),01-25-2017,NA,R_CC7_PLF3_012517,CC7,PLF3,embryos,9:45,10:50,22,7,4-cell stage by 10:50
05-23-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,embryos,9:30,11:15,15,10,very few fertilized ~20%
05-23-2017,Copper (Cawa/Nematostella),03-14-2017,11-20-2017,C_CC7_H2_H2_031417,CC7,H2,eggs,9:50,NA,17,6,eggs were disintegrated 
05-23-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_CC7_PLF3_H2_031417,CC7,H2_PLF3,eggs,9:50,NA,17,6,eggs were disintegrated 
05-24-2017,Red (New),02-02-2016,NA,CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,10:00,16,11,4-cell stage at 10:00
05-24-2017,Red (New),01-25-2017,NA,CC7_PLF5_012517,CC7,PLF5,embryos,9:30,9:30,16,11,4-cell stage at 9:30
05-24-2017,Orange (Old),02-03-2017,10-24-2017,O_CC7_H2_020317,CC7,H2,eggs,11:00,NA,8,13,added spermat 11:15; started disintegrating at 12:00pm 
05-24-2017,Copper (Cawa/Nematostella),03-14-2017,11-20-2017,C_CC7_H2_H2_031417,CC7,H2,eggs,9:45,NA,18,6,eggs were disintegrated 
05-24-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_CC7_PLF3_H2_031417,CC7,H2_PLF3,eggs,9:45,NA,18,6,eggs were disintegrated 
05-24-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_KML_H2_PLF5_031417,unknown ,H2_PLF5,eggs,9:45,NA,18,6,eggs were disintegrated 
05-24-2017,Orange (Old),03-14-2017,11-20-2017,O_CC7_H2_031417,CC7,H2,eggs,16:00,NA,8,13,eggs were disintegrated 
05-24-2017,Red (New),03-30-2017,11-15-2017,R_CC7_033017,CC7,NA,sperm,9:30,NA,16,11,
05-24-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown ,unknown ,sperm,9:30,NA,16,11,
05-24-2017,Red (New),05-15-2017,NA,R_Orphansx6_051517,unknown ,unknown ,embryos,9:30,9:30,16,11,4-cell stage at 9:30
05-25-2017,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,9:30,9:30,17,11,few were at 4-8 cell stages when found 
05-25-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,embryos,9:30,9:55,17,11,4-cell stage by 9:55
05-25-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_KML_H2_PLF5_031417,unknown,H2_PLF5,eggs,9:45,NA,19,6,eggs were disintegrated 
05-25-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown,unknown,sperm,9:30,NA,17,11,
05-25-2017,Red (New),05-15-2017,NA,R_Orphansx6_051517,unknown,unknown,sperm,9:30,NA,17,11,
05-26-2017,Red (New),05-15-2017,NA,R_Orphansx6_051517,unknown,unknown,embryos,NA,unknown,18,11,
05-30-2017,Orange (Old),02-03-2017,10-24-2017,O_CC7_H2_020317,CC7,H2,sperm,9:15,NA,14,17,
05-31-2017,Orange (Old),03-14-2017,NA,O_CC7_H2_031417,CC7,H2,sperm,9:30,NA,15,17,
06-01-2017,Orange (Old),03-14-2017,10-25-2017,O_CC7_PLF3_031417,CC7,PLF3,sperm,9:50,NA,16,17,
06-05-2017,Orange (Old),04-04-2017,11-20-2017,O_PLF3_040417,NA,PLF3,eggs,9:30,NA,20,17,
06-05-2017,Orange (Old),05-24-2017,11-20-2017,O_CC7_PLF3_PLF3_052417,CC7,PLF3,embryos,9:30,11:00,20,17,32-cell stage by 11:00
06-07-2017,Green (Newest),02-03-2017,11-07-2017,G_CC7_H2_020317,CC7,H2,sperm,9:00,NA,16,13,
06-08-2017,Green (Newest),02-03-2017,NA,G_CC7_H2_H2_080216,CC7,H2,sperm,9:00,NA,17,13,
06-08-2017,Green (Newest),02-03-2017,07-07-2017,G_CC7_PLF3_032117,CC7,PLF3,sperm,9:00,NA,17,13,
06-08-2017,Green (Newest),02-03-2017,06-30-2017,G_CC7_PLF8_012517,CC7,PLF8,sperm,9:00,NA,17,13,
06-09-2017,Green (Newest),03-21-2017,NA,G_CC7_H2_H2_080216,CC7,H2,sperm,8:55,NA,18,13,
06-09-2017,Green (Newest),03-21-2017,10-27-2017,G_CC7_PLF3_PLF5_110716,CC7,PLF3_PLF5,sperm,8:55,NA,18,13,
06-09-2017,Green (Newest),03-21-2017,NA,G_CC7_PLF8_101016,CC7,PLF8,sperm,8:55,NA,18,13,
06-09-2017,Green (Newest),03-21-2017,10-01-2017,G_H2_032117,NA,H2,eggs,8:55,9:45,18,13,"added sperm, 4 cell stage at 9:45"
06-15-2017,Copper (Cawa/Nematostella),03-14-2017,11-20-2017,C_CC7_PLF5_PLF5_031417,CC7,PLF5,sperm,8:50,NA,10,6,
06-16-2017,Copper (Cawa/Nematostella),03-14-2017,11-20-2017,C_CC7_H2_H2_031417,CC7,H2,sperm,9:00,NA,11,6,
06-19-2017,Blue (Cabinet),07-22-2016,06-23-2017,B_CC7_PLF3_072216,CC7,PLF3,sperm,10:00,NA,6,5,
06-19-2017,Yellow (Ron),01-25-2017,02-26-2018,Y_FP_W_012517,unknown,unknown,sperm,10:00,NA,21,7,
06-21-2017,Yellow (Ron),01-25-2017,10-27-2017,Y_CC7_PLF3_012517,CC7,PLF3,embryos,10:00,10:10,23,7,
06-21-2017,Red (New),03-21-2017,10-04-2017,R_H2_032117,NA,H2,eggs,9:30,NA,16,10,spermadded at 10:05
06-21-2017,Red (New),03-30-2017,11-13-2017,R_CC7_PLF8_033017,CC7,PLF8,embryos,10:00,10:10,16,10,
06-22-2017,Red (New),03-30-2017,11-15-2017,R_CC7_033017,CC7,NA,sperm,8:45,NA,17,10,
06-22-2017,Red (New),05-15-2017,07-06-2017,R_CC7_PLF3_PLF3_051517,CC7,PLF3,eggs,8:45,10:45,17,10,spermadded at 9:00
06-22-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown,unknown,sperm,8:45,NA,17,10,
06-22-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown,unknown,sperm,8:45,NA,17,10,
06-23-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,sperm,8:45,NA ,18,10,
06-23-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,sperm,8:45,NA,18,10,
06-23-2017,Red (New),03-30-2017,11-15-2017,R_CC7_033017,CC7,NA,sperm,8:45,NA,18,10,
06-23-2017,Red (New),05-15-2017,11-28-2017,R_CC7_PLF3_051517,CC7,PLF3,eggs,9:15,10:10,18,10,added spermat 9:30
06-23-2017,Red (New),05-15-2017,07-06-2017,R_CC7_PLF3_PLF3_051517,CC7,PLF3,eggs,9:15,10:10,18,10,added spermat 9:30
06-23-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown,unknown,sperm,8:45,NA,18,10,
06-23-2017,Red (New),05-15-2017,NA,R_Orphansx6_051517,unknown,unknown,sperm,8:45,NA,18,10,
06-26-2017,Yellow (Ron),01-25-2017,10-27-2017,Y_CC7_PLF3_012517,CC7,PLF3,larvae,8:45,NA,28,7,
06-27-2017,Red (New),05-15-2017,11-28-2017,R_CC7_PLF3_051517,CC7,PLF3,larvae,9:00,NA,22,10,
06-28-2017,Orange (Old),02-03-2017,10-24-2017,O_CC7_H2_020317,CC7,H2,sperm,8:45,NA,15,16,
06-28-2017,Red (New),03-30-2017,11-13-2017,R_CC7_PLF8_033017,CC7,PLF8,sperm,8:45,NA,23,10,
06-29-2017,Red (New),01-25-2017,11-15-2017,R_CC7_PLF5_012517,CC7,PLF5,eggs,9:45,NA,24,10,added spermat10:00
06-29-2017,Orange (Old),02-03-2017,10-24-2017,O_CC7_H2_020317,CC7,H2,sperm,9:45,NA,19,16,
06-29-2017,Red (New),03-30-2017,11-13-2017,R_CC7_PLF8_033017,CC7,PLF8,sperm,8:30,NA,24,10,
07-05-2017,Green (Newest),03-21-2017,NA,G_CC7_PLF8_PLF8_052417,CC7,PLF8,sperm,8:45,NA,16,10,
07-07-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_CC7_PLF3_PLF3_031417,CC7,PLF3,sperm,9:30,NA,2,6,
07-11-2017,Green (Newest),03-21-2017,11-27-2017,G_CC7_H2_H2_053117,CC7,H2,sperm,9:45,NA,24,9,
07-12-2017,Green (Newest),03-21-2017,11-27-2017,G_CC7_PLF8_PLF8_053117,CC7,PLF8,sperm,8:45,NA,23,9,
07-13-2017,Green (Newest),03-21-2017,11-27-2017,G_CC7_H2_H2_053117,CC7,H2,eggs,9:40,NA,24,9,spermadded at 10
07-13-2017,Green (Newest),03-21-2017,10-01-2017,G_H2_032117,NA,H2,eggs,9:40,NA,24,9,spermadded at 10
07-13-2017,Red (New),07-12-2017,11-06-2017,R_CC7_H2_H2_071217,CC7,H2,sperm,8:40,NA,10,9,
07-14-2017,Green (Newest),03-21-2017,NA,G_CC7_H2_H2_080216,CC7,H2,sperm,8:30,NA,25,9,
07-14-2017,Green (Newest),05-24-2017,10-27-2017,G_CC7_PLF3_PLF5_110716,CC7,PLF3_PLF5,sperm,8:30,NA,25,9,
07-14-2017,Green (Newest),05-31-2017,11-07-2017,G_CC7_H2_020317,CC7,H2,eggs,9:30,NA,25,9,
07-14-2017,Green (Newest),05-31-2017,11-27-2017,G_CC7_H2_H2_053117,CC7,H2,eggs,9:30,NA,25,9,
07-18-2017,Yellow (Ron),01-25-2017,02-26-2018,Y_FP_W_012517,unknown,unknown,sperm,8:45,NA,22,7,
07-18-2017,Yellow (Ron),03-28-2017,11-20-2017,Y_CC7_PLF3_PLF3_032817,CC7,PLF3,eggs,9:50,11:00,22,7,
07-20-2017,Orange (Old),03-14-2017,11-20-2017,O_CC7_H2_031417,CC7,H2,sperm,9:50,NA,9,16,
07-24-2017,Red (New),02-03-2017,11-13-2017,R_CC7_H2_020317,CC7,H2,sperm,8:50,NA,21,10,
07-24-2017,Yellow (Ron),03-28-2017,12-06-2017,Y_CC7_PLF8_PLF8_032817,CC7,PLF8,sperm,8:50,NA,28,7,
07-24-2017,Red (New),05-15-2017,11-28-2017,R_CC7_PLF3_051517,CC7,PLF3,larvae,8:50,NA,21,10,
07-25-2017,Red (New),05-15-2017,NA,R_Orphansx5_051517,unknown,unknown,sperm,9:50,NA,22,10,
07-26-2017,Orange (Old),04-04-2017,11-20-2017,O_PLF3_040417,NA,PLF3,eggs,9:45,NA,15,16,
07-27-2017,Copper (Cawa/Nematostella),03-14-2017,10-25-2017,C_CC7_PLF3_PLF3_031417,CC7,PLF3,eggs,9:45,NA,22,6,
07-27-2017,Orange (Old),04-04-2017,11-20-2017,O_PLF3_040417,NA,PLF3,sperm,16:20,NA,16,16,
07-27-2017,Red (New),05-15-2017,NA,R_Orphansx6_051517,unknown,unknown,sperm,9:45,NA,24,10,
07-28-2017,Orange (Old),02-03-2017,10-24-2017,O_CC7_H2_020317,CC7,H2,sperm,8:45,NA,17,16,
07-28-2017,Orange (Old),04-04-2017,11-20-2017,O_PLF3_040417,NA,PLF3,sperm,8:45,NA,17,16,
07-31-2017,Orange (Old),03-14-2017,11-20-2017,O_CC7_H2_031417,CC7,H2,sperm,10:00,NA,20,16,
07-31-2017,Orange (Old),03-16-2017,NA,O_Orphansx4_031617,unknown,unknown,sperm,10:00,NA,16,16,
08-01-2017,Orange (Old),03-10-2017,10-10-2017,O_Orphansx3_031017,unknown,unknown,sperm,9:45,NA,17,16,
08-01-2017,Orange (Old),03-16-2017,NA,O_Orphansx4_031017,unknown,unknown,sperm,9:45,NA,17,9,
08-01-2017,Green (Newest),05-31-2017,11-27-2017,G_CC7_H2_H2_053117,CC7,H2,eggs,9:45,11:00,15,9,
08-02-2017,Green (Newest),05-31-2017,11-07-2017,G_CC7_H2_020317,CC7,H2,eggs,8:40,NA,16,9,
08-02-2017,Green (Newest),05-31-2017,11-27-2017,G_CC7_H2_H2_053117,CC7,H2,eggs,8:40,NA,16,9,
08-02-2017,Green (Newest),05-31-2017,11-27-2017,G_CC7_PLF8_PLF8_053117,CC7,PLF8,eggs,9:50,NA,16,9,
08-03-2017,Orange (Old),03-14-2017,10-24-2017,O_CC7_H2_H2_031417,CC7,H2,sperm,8:40,NA,23,16,
08-03-2017,Orange (Old),03-16-2017,NA,O_Orphansx4_031617,unknown,unknown,sperm,8:40,NA,23,16,
08-04-2017,Orange (Old),03-16-2017,NA,O_Orphansx4_031617,unknown,unknown,sperm,8:30,NA,24,16,
08-07-2017,Orange (Old),04-04-2017,11-20-2017,O_PLF3_040417,NA,PLF3,eggs,10:00,NA,27,16,
