DATE,Incubator,Start Date,End Date,Tank Name,Male,Female,Spawn Type,Time Found,Cleavage,Day of Cycle,Total # of tanks,Notes
04-13-2016,Green (Newest),02-24-2016,05-07-2016,G_CC7_H2A_081115,CC7,H2,sperm,NA,NA,16,8,
04-13-2016,Orange (Old),10-14-2015,07-06-2016,O_CC7_H2B_101415,CC7,H2,larvae,NA,NA,30,25,"~1,000 larvae; abnormal "
04-13-2016,Green (Newest),,05-07-2016,G_CC7_PLF3_110415,CC7,PLF3,sperm,NA,NA,16,8,
04-18-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_PLF3B_010816,CC7,PLF3,eggs,NA,NA,28,13,eggs were disintegrated when found 
04-18-2016,Blue (Cabinet),01-22-2016,07-26-2016,B_CC7_PLF5_012216,CC7,PLF5,sperm,NA,NA,28,13,
04-19-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown ,sperm,NA,NA,6,25,
04-19-2016,Blue (Cabinet),01-08-2016,04-24-2016,B_CC7_H2A_010816,CC7,H2,sperm,NA,NA,1,13,
04-22-2016,Orange (Old),12-02-2015,03-14-2017,O_CC7_PLF5_120215,CC7,PLF5,larvae,NA,NA,9,25,
04-23-2016,Orange (Old),08-28-2015,05-03-2016,O_CC7_PLF8B_082815,CC7,PLF8,eggs,NA,NA,10,25,eggs were disintegrated when found
04-23-2016,Orange (Old),12-02-2015,03-14-2017,O_CC7_PLF5_120215,CC7,PLF5,larvae,NA,NA,10,25,
04-23-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown ,sperm,NA,NA,10,25,
04-23-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,eggs,NA,NA,10,25,
04-23-2016,Orange (Old),02-02-2016,05-03-2016,O_CC7_PLF8_PLF8_020216,CC7,PLF8,sperm,NA,NA,10,25,
04-24-2016,Orange (Old),08-28-2015,05-14-2016,O_CC7_PLF5B_082815,CC7,PLF5,larvae,NA,NA,11,24,"~1,000 larvae "
04-24-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown ,sperm,NA,NA,11,24,
04-25-2016,Red (New),08-11-2015,05-23-2016,R_CC7_H2B_081115,CC7,H2,sperm,NA,NA,15,8,
04-25-2016,Red (New),08-28-2015,05-23-2016,R_CC7_PLF5A_082815,CC7,PLF5,eggs,NA,NA,15,8,
04-26-2016,Red (New),08-25-2015,05-23-2016,R_CC7_PLF5A_082815,CC7,PLF5,larvae,NA,NA,16,8,~1000s of larvae
04-26-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_H2D_010816,CC7,H2,larvae,NA,NA,8,10,~100 larvae
04-26-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,larvae,NA,NA,16,8,~100 larvae
04-27-2016,Blue (Cabinet),01-08-2016,04-30-2016,B_CC7_H2D_010816,CC7,H2,larvae,NA,NA,9,10,
04-27-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,sperm,NA,NA,17,8,
04-27-2016,White (Nematostella),03-30-2016,NA,W_Orphansx3_033016,unknown,unknown,sperm,NA,NA,16,5,moved tank to Old Incubator on 08/12/16
04-28-2016,Red (New),08-25-2015,05-23-2016,R_CC7_PLF5A_082815,CC7,PLF5,larvae,NA,NA,17,8,
05-01-2016,Orange (Old),08-28-2015,05-14-2016,O_CC7_PLF8A_082815,CC7,PLF8,sperm,NA,NA,18,24,
05-01-2016,Orange (Old),08-28-2015,05-03-2016,O_CC7_PLF8B_082815,CC7,PLF8,sperm,NA,NA,18,24,
05-02-2016,Green (Newest),02-24-2016,05-07-2016,G_CC7_H2A_111615,CC7,H2,eggs,NA,NA,7,8,
05-08-2016,Orange (Old),08-14-2015,05-07-2016,O_NC10X3_081415,unknown ,unknown ,eggs,NA,NA,25,19,eggs were disintegrated when found 
05-13-2016,Green (Newest),02-24-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,embryos,NA,NA,18,7,
05-14-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,larvae,NA,NA,1,23,"~4,000 larvae"
05-14-2016,Orange (Old),08-14-2015,05-07-2016,O_NC10X3_081415,unknown ,unknown ,eggs,NA,NA,1,23,eggs were disintegrated when found 
05-23-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,10,23,
05-23-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,10,23,
05-24-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,sperm,NA,NA,14,8,
05-24-2016,Blue (Cabinet),01-22-2016,07-26-2016,B_CC7_PLF3_012216,CC7,PLF3,sperm,NA,NA,8,9,
05-24-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,NA,NA,14,8,
05-24-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,sperm,NA,NA,14,8,
05-24-2016,Blue (Cabinet),04-30-2016,05-08-2017,B_CC7_FP_W_043016,CC7,unknown ,sperm,NA,NA,8,9,
05-24-2016,Blue (Cabinet),04-30-2016,07-25-2016,B_CC7_PLF5_043016,CC7,PLF5,sperm,NA,NA,8,9,
05-28-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,sperm,NA,NA,15,23,
05-28-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,larvae,NA,NA,18,8,"~3,500 larvae "
05-28-2016,Orange (Old),05-14-2016,05-14-2016,O_CC7_PLF3_PLF3_051416,CC7,PLF3,eggs,NA,NA,15,23,eggs were disintegrated when found 
05-29-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,sperm,NA,NA,16,23,
05-29-2016,Orange (Old),05-14-2016,05-14-2016,O_CC7_PLF3_PLF3_051416,CC7,PLF3,eggs,NA,NA,16,23,eggs were disintegrated when found 
05-29-2016,Orange (Old),05-14-2016,11-07-2016,O_CC7_PLF3_W_FP_051416,CC7,PLF3,eggs,NA,NA,16,23,eggs were disintegrated when found 
05-29-2016,Red (New),05-21-2016,08-15-2016,R_CC7_PLF8_052116,CC7,PLF8,eggs,NA,NA,19,8,
06-04-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_FP_120715,unknown,unknown,sperm,NA,NA,22,23,
06-07-2016,Green (Newest),02-24-2016,NA,G_CC7_FP_W_050716,CC7,unknown,sperm,NA,NA,15,7,
06-08-2016,Green (Newest),02-24-2016,NA,G_CC7_FP_W_050716,CC7,unknown ,sperm,NA,NA,16,7,
06-08-2016,Green (Newest),02-24-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,embryos,NA,NA,16,7,
06-08-2016,Green (Newest),02-24-2016,NA,G_Orphansx3_050716,unknown,unknown,sperm,NA,NA,16,7,
06-09-2016,Green (Newest),02-24-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,embryos,NA,NA,17,7,
06-09-2016,Green (Newest),02-24-2016,09-19-2016,G_CC7_PLF5_022416,CC7,PLF5,eggs,NA,NA,17,7,eggs were fertilized with spermfrom another tank 
06-10-2016,Green (Newest),02-24-2016,09-19-2016,G_CC7_PLF5_022416,CC7,PLF5,embryos,NA,NA,18,7,
06-13-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_FP_120715,unknown,unknown,sperm,NA,NA,9,23,
06-13-2016,Orange (Old),12-07-2015,NA,O_FP_W_1207015,CC7,unknown,sperm,NA,NA,9,23,
06-13-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF3_PLF8,eggs,NA,NA,9,23,eggs were disintegrated when found 
06-13-2016,Orange (Old),05-14-2016,11-07-2016,O_CC7_H2_PLF3_051416,CC7,H2_PLF3,larvae,NA,NA,9,23,
06-13-2016,Orange (Old),05-14-2016,11-07-2016,O_CC7_PLF3_W_FP_051416,CC7,PLF3,sperm,NA,NA,9,23,
06-13-2016,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,larvae,NA,NA,9,23,
06-14-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,larvae,NA,NA,10,23,
06-14-2016,Orange (Old),01-14-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,10,23,
06-14-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,sperm,NA,NA,10,23,
06-14-2016,Orange (Old),05-14-2016,11-07-2016,O_CC7_H2_PLF3_051416,CC7,H2_PLF3,sperm,NA,NA,10,23,
06-14-2016,Orange (Old),05-14-2016,11-07-2016,O_CC7_PLF5_PLF3_051416,CC7,PLF3_PLF5,larvae,NA,NA,10,23,
06-14-2016,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,NA,NA,10,23,
06-15-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,14,8,
06-15-2016,Blue (Cabinet),04-30-2016,07-25-2016,B_CC7_PLF3_043016,CC7,PLF3,sperm,NA,NA,2,9,
06-17-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,embryos,NA,NA,16,8,
06-17-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,embryos,NA,NA,16,8,
06-17-2016,Yellow (Ron),03-30-2016,08-14-2016,Y_Orphansx3_033016,unknown,unknown,larvae,NA,NA,18,6,
06-17-2016,Yellow (Ron),04-16-2016,09-06-2016,Y_CC7_PLF5_041616,CC7,PLF5,larvae,NA,NA,18,6,very few larvae 
06-22-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,larvae,NA,NA,21,8,
06-22-2016,Red (New),05-21-2016,10-04-2016,R_CC7_PLF3_052116,CC7,PLF3,larvae,NA,NA,21,8,
06-27-2016,Yellow (Ron),04-16-2016,09-06-2016,Y_CC7_H2_041616,CC7,H2,eggs,NA,NA,28,6,eggs were disintegrated when found 
06-30-2016,Blue (Cabinet),04-30-2016,08-29-2016,B_CC7_PLF8_043016,CC7,PLF8,sperm,NA,NA,17,9,
07-01-2016,Orange (Old),05-14-2016,05-14-2016,O_CC7_PLF3_PLF3_051416,CC7,PLF3,eggs,NA,NA,27,21,eggs were disintegrated when found
07-08-2016,Red (New),05-21-2016,08-15-2016,R_CC7_PLF8_052116,CC7,PLF8,eggs,NA,NA,7,8,
07-11-2016,Yellow (Ron),03-30-2016,07-26-2016,Y_CC7_PLF3_033016,CC7,PLF3,eggs,NA,NA,14,7,
07-12-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,8,18,
07-12-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,8,18,
07-12-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,eggs,NA,NA,8,18,eggs were disintegrated when found
07-12-2016,Yellow (Ron),03-30-2016,07-26-2016,Y_CC7_PLF3_033016,CC7,PLF3,eggs,NA,NA,15,7,
07-12-2016,Yellow (Ron),03-30-2016,08-14-2016,Y_Orphansx3_033016,unknown,unknown,sperm,NA,NA,15,7,
07-12-2016,Yellow (Ron),04-16-2016,09-06-2016,Y_CC7_PLF5_041616,CC7,PLF5,sperm,NA,NA,15,7,
07-13-2016,Orange (Old),12-02-2015,09-30-2016,O_CC7_PLF8_120215,CC7,PLF8,sperm,NA,NA,9,18,
07-13-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,9,18,
07-13-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,9,18,
07-13-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,9,18,
07-13-2016,Yellow (Ron),04-16-2016,09-06-2016,Y_CC7_H2_041616,CC7,H2,sperm,NA,NA,16,7,
07-13-2016,Yellow (Ron),04-16-2016,09-06-2016,Y_CC7_PLF5_041616,CC7,PLF5,embryos,NA,NA,16,7,
07-13-2016,Green (Newest),02-24-2016,NA,G_CC7_FP_W_050716,CC7,unknown,sperm,NA,NA,23,7,
07-13-2016,Green (Newest),02-24-2016,unknown ,G_CC7_PLF5_022416,CC7,PLF5,eggs,NA,NA,23,7,
07-14-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,10,18,
07-14-2016,Blue (Cabinet),04-30-2016,07-25-2016,B_CC7_PLF5_043016,CC7,PLF5,eggs,NA,NA,3,9,
07-15-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,eggs,NA,NA,14,10,
07-15-2016,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,embryos,NA,NA,18,7,
07-18-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,larvae,NA,NA,17,10,
07-18-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,larvae,NA,NA,17,10,very few larvae
07-18-2016,Red (New),05-21-2016,10-04-2016,R_CC7_PLF3_052116,CC7,PLF3,larvae,NA,NA,17,10,
07-21-2016,Red (New),07-13-2016,08-25-2016,R_CC7_PLF3_PLF5_071316,CC7,PLF3_PLF5,embryos,NA,NA,20,8,tank spawned 3 times during the day 
07-22-2016,Red (New),07-13-2016,08-25-2016,R_CC7_PLF3_PLF5_071316,CC7,PLF3_PLF5,eggs,NA,NA,21,8,eggs were disintegrated when found 
07-23-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,sperm,NA,NA,19,20,
07-29-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,larvae,NA,NA,25,20,
08-01-2016,Orange (Old),01-14-2015,09-30-2016,O_CC7_PLF3_011415,CC7,PLF3,sperm,NA,NA,29,20,
08-02-2016,Green (Newest),02-24-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,embryos,NA,NA,15,9,
08-02-2016,Green (Newest),02-24-2016,NA,G_Orphansx3_050716,unknown,unknown ,sperm,NA,NA,15,9,
08-03-2016,Blue (Cabinet),04-30-2016,NA,05/08/17,CC7,unknown ,sperm,NA,NA,23,5,
08-04-2016,Green (Newest),02-24-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,embryos,10:00,NA,16,9,8-cell stage 
08-04-2016,Green (Newest),05-07-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,sperm,NA,NA,16,9,
08-11-2016,Yellow (Ron),07-07-2016,03-28-2017,03/28/17,CC7,PLF3,embryos,NA,NA,17,6,
08-11-2016,Orange (Old),07-22-2016,10-31-2016,O_HIMB_HIMB_KML_072216,unknown,unknown,eggs,NA,NA,8,20,
08-11-2016,Orange (Old),07-22-2016,10-31-2016,O_HIMB_HIMB_KML_072216,unknown,unknown,embryos,NA,NA,8,20,
08-11-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,eggs,NA,NA,8,20,
08-11-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,embryos,NA,NA,8,20,
08-12-2016,Orange (Old),12-07-2015,03-14-2017,O_W_W_120715,unknown,unknown,sperm,NA,NA,9,18,
08-12-2016,Yellow (Ron),03-30-2016,08-14-2016,Y_Orphansx3_033016,unknown,unknown,larvae,NA,NA,18,6,
08-12-2016,Yellow (Ron),04-16-2016,09-07-2016,Y_CC7_H2_041616,CC7,H2,sperm,NA,NA,18,6,
08-15-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,12,18,
08-15-2016,Orange (Old),07-22-2016,10-31-2016,O_HIMB_HIMB_KML_072216,unknown,unknown,eggs,NA,NA,12,18,eggs were disintegrated when found 
08-16-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,embryos,NA,11:30,15,7,
08-16-2016,Orange (Old),03-30-2016,04-06-2017,O_Orphansx3_033016,unknown ,unknown,sperm,NA,NA,13,18,
08-16-2016,Red (New),05-21-2016,10-04-2016,R_CC7_H2_052116,CC7,H2,sperm,NA,NA,15,7,
08-16-2016,Red (New),05-21-2016,10-04-2016,R_CC7_PLF3_052116,CC7,PLF3,sperm,NA,NA,15,7,
08-16-2016,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown,sperm,NA,NA,15,7,
08-25-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,23,6,
08-25-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown,sperm,NA,NA,22,18,
08-26-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,24,7,
08-26-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown ,unknown,sperm,NA,NA,23,18,
08-26-2016,Blue (Cabinet),07-22-2016,06-23-2017,B_CC7_PLF3_072216,CC7,PLF3,eggs,NA,NA,18,9,
08-27-2016,Blue (Cabinet),07-22-2016,06-23-2017,B_CC7_PLF3_072216,CC7,PLF3,larvae,NA,NA,19,9,
08-30-2016,Orange (Old),03-26-2014,09-30-2016,O_CC7_PLF5D/E_032614,CC7,PLF5,sperm,NA,NA,27,18,
08-30-2016,Green (Newest),05-07-2016,NA,G_Orphansx3_050716,unknown,unknown,sperm,NA,NA,15,9,
08-30-2016,Yellow (Ron),08-14-2016,10-31-2016,Y_HIMB_KML_081416,unknown,unknown,sperm,NA,NA,8,6,
08-31-2016,Green (Newest),05-07-2016,NA,G_CC7_FP_W_050716,CC7,unknown,sperm,NA,NA,16,9,
08-31-2016,Green (Newest),05-07-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,eggs,10:00,10:40,16,9,eggs were fertilized with spermfrom HIMB+KML 
08-31-2016,Green (Newest),05-07-2016,12-19-2016,G_HIMB_KML_080216,unknown,unknown,sperm,NA,NA,16,9,
08-31-2016,Yellow (Ron),08-14-2016,10-31-2016,Y_HIMB_KML_081416,unknown,unknown,sperm,NA,NA,9,6,
08-31-2016,Green (Newest),05-07-2016,NA,G_Orphansx3_050716,unknown,unknown,sperm,NA,NA,16,9,
09-01-2016,Green (Newest),05-07-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,embryos,NA,NA,17,9,4-cell stage 
09-01-2016,Green (Newest),05-07-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,sperm,NA,NA,17,9,
09-01-2016,Green (Newest),05-07-2016,12-18-2016,G_HIMB_KML_080216,unknown,unknown,sperm,NA,NA,17,9,
09-02-2016,Green (Newest),05-07-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,eggs,10:00,10:15,17,9,eggs were fertilized with spermfrom CC7+PLF3
09-05-2016,Blue (Cabinet),08-26-2016,09-21-2016,B_CC7_PLF3_082616,CC7,PLF3,larvae,NA,NA,28,7,
09-06-2016,Yellow (Ron),08-14-2016,10-31-2016,Y_HIMB_KML_081416,unknown,unknown,sperm,NA,NA,15,4,
09-07-2016,Yellow (Ron),07-07-2016,01-20-2017,Y_CC7_PLF8_070716,CC7,PLF8,sperm,NA,NA,16,6,
09-07-2016,Green (Newest),05-07-2016,12-18-2016,G_HIMB_KML_080216,unknown,unknown,embryos,NA,NA,23,9,
09-08-2016,Green (Newest),05-07-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,eggs,NA,NA,24,9,
09-12-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,eggs,NA,NA,6,18,fertilized with spermfrom HIMB+HIMB+KML tank 
09-12-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,sperm,NA,NA,6,18,
09-13-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,embryos,NA,NA,15,7,
09-13-2016,Yellow (Ron),09-07-2016,NA,Y_CC7_H2_H2_090716,CC7,H2,embryos,NA,NA,22,6,
09-13-2016,Yellow (Ron),09-07-2016,03-28-2017,Y_CC7_PLF5_PLF5_090716,CC7,PLF5,embryos,NA,NA,22,6,
09-13-2016,Green (Newest),05-07-2016,09-19-2016,G_CC7_PLF8_050716,CC7,PLF8,eggs,NA,NA,1,9,
09-14-2016,Red (New),05-21-2015,10-04-2016,R_CC7_H2_052116,CC7,H2,sperm,NA,NA,16,7,
09-14-2016,Red (New),05-21-2015,10-04-2016,R_CC7_PLF3_052116,CC7,PLF3,sperm,NA,NA,16,7,
09-14-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,sperm,NA,NA,16,7,
09-14-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,sperm,NA,NA,16,7,
09-15-2016,Red (New),05-21-2015,10-04-2016,R_CC7_H2_052116,CC7,H2,sperm,NA,NA,17,7,
09-15-2016,Red (New),05-21-2015,10-04-2016,R_CC7_PLF3_052116,CC7,PLF3,sperm,NA,NA,17,7,
09-15-2016,Red (New),07-13-2016,03-30-2017,R_Orphansx3_071316,unknown,unknown ,sperm,NA,NA,17,7,
09-15-2016,Green (Newest),05-07-2016,09-19-2016,G_CC7_PLF8_050716,CC7,PLF8,sperm,NA,NA,3,9,
09-18-2016,Orange (Old),03-30-2016,10-12-2016,O_CC7_PLF3_033016,unknown,unknown,eggs,NA,NA,12,18,
09-18-2016,Orange (Old),07-22-2016,04-06-2017,O_HIMB_KML_072216,unknown,unknown,larvae,NA,NA,12,18,
09-19-2016,Orange (Old),12-11-2015,03-10-2017,O_CC7_PLF8_121115,CC7,PLF8,sperm,NA,NA,13,18,
09-19-2016,Orange (Old),03-30-2016,10-12-2016,O_CC7_PLF3_033016,unknown,unknown,sperm,NA,NA,13,18,
09-19-2016,Orange (Old),04-30-2016,10-12-2016,O_Orphansx3_043016,unknown,unknown,sperm,NA,NA,13,18,
09-20-2016,Orange (Old),12-02-2015,NA,03/14/17,CC7,PLF5,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),03-30-2016,10-12-2016,O_CC7_PLF3_033016,unknown,unknown,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),03-30-2016,09-30-2016,O_CC7_PLF8_033016,CC7,PLF8,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),03-30-2016,04-06-2017,O_Orphansx3_033016,unknown,unknown,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),04-23-2016,04-06-2017,O_CC7_H2_042316,CC7,H2,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),04-23-2016,10-31-2016,O_CC7_PLF5_042316,CC7,PLF5,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),04-30-2016,09-30-2016,O_CC7_PLF8_043016,CC7,PLF8,sperm,NA,NA,14,18,
09-20-2016,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,NA,NA,14,18,
09-21-2016,Blue (Cabinet),08-26-2016,09-21-2016,B_CC7_PLF3_082616,CC7,PLF3,sperm,NA,NA,16,7,
09-26-2016,Blue (Cabinet),08-14-2016,09-30-2016,B_CC7_PLF5_081416,CC7,PLF5,larvae,NA,NA,21,6,
09-26-2016,Blue (Cabinet),08-26-2016,06-23-2017,B_CC7_PLF8_082616,CC7,PLF8,sperm,NA,NA,21,6,
09-27-2016,Blue (Cabinet),08-14-2016,09-30-2016,B_CC7_PLF5_081416,CC7,PLF5,sperm,NA,NA,22,6,
09-27-2016,Blue (Cabinet),08-26-2016,06-23-2017,B_CC7_PLF8_082616,CC7,PLF8,sperm,NA,NA,22,6,
09-28-2016,Green (Newest),05-07-2016,NA,G_CC7_H2_H2_080216,CC7,H2,eggs,10:00,NA,16,7,
09-28-2016,Green (Newest),05-07-2016,10-03-2016,G_CC7_PLF3_050716,CC7,PLF3,eggs,NA,NA,18,7,eggs were fertilized with spermfrom CC7+PLF5; larvae developed abnormally
09-29-2016,Green (Newest),05-07-2016,NA,G_CC7_PLF3_022416,CC7,PLF3,embryos,NA,NA,17,7,16-cell stage 
09-29-2016,Green (Newest),05-07-2016,NA,G_CC7_FP_W_050716,CC7,unknown ,sperm,NA,NA,17,7,
09-29-2016,Green (Newest),05-07-2016,NA,G_Orphansx3_050716,unknown,unknown,sperm,NA,NA,16,7,
09-29-2016,Green (Newest),05-07-2016,NA,G_Orphansx3_050716,unknown,unknown,sperm,NA,NA,17,7,
09-30-2016,Green (Newest),05-07-2016,NA,G_CC7_PLF5_050716,CC7,PLF5,sperm,NA,NA,18,7,
10-04-2016,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,eggs,NA,NA,15,6,eggs were fertilized with spermfrom CC7+PLF8
10-04-2016,Yellow (Ron),07-07-2016,01-20-2017,Y_CC7_PLF8_070716,CC7,PLF8,sperm,NA,NA,15,6,
10-05-2016,Yellow (Ron),07-07-2016,03-28-2017,Y_CC7_PLF3_070716,CC7,PLF3,eggs,NA,NA,16,6,eggs were fertilized with spermfrom CC7+PLF8
10-05-2016,Yellow (Ron),07-07-2016,01-20-2017,Y_CC7_PLF8_070716,CC7,PLF8,sperm,NA,NA,16,6,
10-05-2016,Yellow (Ron),08-14-2016,10-31-2016,Y_HIMB_KML_081416,unknown,unknown,sperm,NA,NA,16,6,
10-06-2016,Yellow (Ron),08-14-2016,10-31-2016,Y_HIMB_KML_081416,unknown,unknown,sperm,NA,NA,17,6,
10-06-2016,Green (Newest),05-07-2016,12-19-2016,G_HIMB_KML_080216,unknown,unknown,embryos,NA,NA,24,6,
10-11-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,15,6,
10-11-2016,Red (New),08-26-2016,NA,R_CC7_H2_082616,CC7,H2,eggs,NA,NA,15,6,
10-12-2016,Red (New),10-26-2015,03-30-2017,R_CC7_PLF8_102615,CC7,PLF8,eggs,NA,NA,16,6,
10-12-2016,Red (New),02-02-2016,06-14-2017,R_CC7_PLF3_PLF3_020216,CC7,PLF3,eggs,NA,NA,16,6,
10-12-2016,Red (New),02-02-2016,12-19-2016,R_CC7_PLF5_PLF5_020216,CC7,PLF5,sperm,NA,NA,16,6,
10-12-2016,Red (New),08-26-2016,NA,R_CC7_H2_082616,CC7,H2,eggs,10:00,NA,16,6,>32-cell stage 
10-17-2016,Orange (Old),07-22-2016,10-31-2016,O_HIMB_HIMB_KML_072216,unknown,unknown,eggs,NA,NA,13,11,
10-19-2016,Orange (Old),05-14-2016,03-10-2017,O_CC7_PLF8_PLF3_051416,CC7,PLF3_PLF8,sperm,NA,NA,15,11,
10-19-2016,Red (New),08-26-2016,NA,R_CC7_H2_082616,CC7,H2,eggs,NA,NA,23,6,
10-21-2016,Orange (Old),12-07-2015,03-14-2017,O_FP_W_120715,unknown,unknown,sperm,NA,NA,17,11,
